ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
YpesChrORF_YPO3155_s_at	lon	DNA-binding ATP-dependent protease La	2.437	2.654
YpesChrORF_YPO3156_s_at	clpX	ATP-dependent protease ATP-binding subunit ClpX	2.525	2.558
YpesChrORF_YPO3160_s_at	bolA	transcriptional regulator BolA	2.974	2.505
YpesChrORF_YPO3161_s_at	yajG	hypothetical protein	2.595	2.64
YpesChrORF_YPO3162_s_at	ampG	muropeptide transporter	4.366	3.924
YpesChrORF_YPO3164_s_at	cyoA	cytochrome o ubiquinol oxidase subunit II	3.015	1.635
YpesChrORF_YPO3167_at	cyoD	cytochrome o ubiquinol oxidase subunit IV	3.083	1.709
YpesChrORF_YPO3168_s_at	cyoE	protoheme IX farnesyltransferase	1.841	1.723
YpesChrORF_YPO3170_s_at	YPO3170	nucleotide-binding protein	2.041	2.285
YpesChrORF_YPO3171_s_at	apbA	2-dehydropantoate 2-reductase	2.847	1.814
YpesChrORF_YPO3173_s_at	thiI	thiamine biosynthesis protein ThiI	2.75	1.872
YpesChrORF_YPO3174_s_at			2.724	1.633
YpesChrORF_YPO3177_s_at	dxs	1-deoxy-D-xylulose-5-phosphate synthase	2.874	3.113
YpesChrORF_YPO3181_s_at	nusB	transcription antitermination protein NusB	3.02	2.904
YpesChrORF_YPO3183_s_at	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase	3.493	2.649
YpesChrORF_YPO3184_s_at	nrdR	transcriptional regulator NrdR	2.241	1.728
YpesChrORF_YPO3185_s_at	YPO3185	pseudo	3.418	1.928
YpesChrORF_YPO3188_s_at	secF	preprotein translocase subunit SecF	3.101	1.932
YpesChrORF_YPO3189_s_at	secD	preprotein translocase subunit SecD	2.054	1.968
YpesChrORF_YPO3191_s_at	tgt	queuine tRNA-ribosyltransferase	3.377	2.781
YpesChrORF_YPO3192_s_at	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	2.361	2.575
YpesChrORF_YPO3193_s_at	YPO3193	ACP phosphodiesterase	2.223	2.186
YpesChrORF_YPO3194_s_at	ahpC	alkyl hydroperoxide reductase	2.669	2.008
YpesChrORF_YPO3196_x_at	YPO3196	hypothetical protein	2.267	2.232
YpesChrORF_YPO3197_s_at	YPO3197	hypothetical protein	1.858	1.862
YpesChrORF_YPO3199_s_at	YPO3199	short chain dehydrogenase	3.935	2.006
YpesChrORF_YPO3200_s_at	malZ	maltodextrin glucosidase	2.14	1.993
YpesChrORF_YPO3201_s_at	proY	permease	2.239	1.659
YpesChrORF_YPO3204_s_at	phoR	phosphate regulon sensor protein	1.857	1.839
YpesChrORF_YPO3205_s_at	phoB	phosphate regulon transcriptional regulator	2.966	3.037
YpesChrORF_YPO3206_s_at	sbcD	exonuclease SbcD	3.201	2.965
YpesChrORF_YPO3212_s_at	rdgC	recombination associated protein	2.419	1.895
YpesChrORF_YPO3213_s_at	YPO3213	hypothetical protein	3.685	1.968
YpesChrORF_YPO3216_s_at	YPO3216	methyltransferase	3.471	2.353
YpesChrORF_YPO3220_s_at	YPO3220	hypothetical protein	2.581	2.618
YpesChrORF_YPO3222_s_at	proB	gamma-glutamyl kinase	2.553	1.785
YpesChrORF_YPO3224_s_at	frsA	fermentation/respiration switch protein	2.903	1.956
YpesChrORF_YPO3225_s_at	gpt	xanthine-guanine phosphoribosyltransferase	2.683	1.753
YpesChrORF_YPO3226_at	YPO3226	hypothetical protein	2.983	1.765
YpesChrORF_YPO3227_s_at	YPO3227	carbohydrate-binding protein	2.244	2.198
YpesChrORF_YPO3230_s_at	pepD	aminoacyl-histidine dipeptidase	2.1	2.027
YpesChrORF_YPO3234_s_at	apbE	thiamine biosynthesis lipoprotein	2.645	1.805
YpesChrORF_YPO3236_s_at	nqrE	Na(+)-translocating NADH-quinone reductase subunit E	3.16	2.124
YpesChrORF_YPO3237_s_at	nqrD	Na(+)-translocating NADH-quinone reductase subunit D	2.012	2.166
YpesChrORF_YPO3243_s_at	gmhA	phosphoheptose isomerase	2.636	2.054
YpesChrORF_YPO3244_s_at	fadE	acyl-CoA dehydrogenase	2.378	2.444
YpesChrORF_YPO3245_s_at	YPO3245	hypothetical protein	2.469	1.702
YpesChrORF_YPO3249_s_at	YPO3249	allantoate amidohydrolase	2.927	2.167
YpesChrORF_YPO3254_s_at	YPO3254	amino acid ABC transporter ATP-binding protein	2.329	2.548
YpesChrORF_YPO3257_s_at	YPO3257	amino acid ABC transporter substrate-binding protein	2.272	1.762
YpesChrORF_YPO3259_s_at	YPO3259	rpiR family transcriptional regulator	3.476	2.602
YpesChrORF_YPO3264_s_at	YPO3264	amino acid transporter	2.723	2.625
YpesChrORF_YPO3266_s_at	emrR	transcriptional repressor MprA	2.104	1.775
YpesChrORF_YPO3268_s_at	emrB	multidrug resistance protein B	2.211	2.351
YpesChrORF_YPO3270_s_at	trxC	thioredoxin	2.222	1.739
YpesChrORF_YPO3271_s_at	YPO3271	hypothetical protein	1.83	1.789
YpesChrORF_YPO3272_s_at	yfiQ	acetyltransferase	2.31	2.309
YpesChrORF_YPO3274_s_at	YPO3274	hypothetical protein	4.26	2.547
YpesChrORF_YPO3276_s_at	YPO3276	hypothetical protein	3.164	2.605
YpesChrORF_YPO3277_s_at	rluD	23S rRNA pseudouridine synthase D	2.188	2.432
YpesChrORF_YPO3278_s_at	yfiO	outer membrane protein assembly complex subunit YfiO	4.078	2.669
YpesChrORF_YPO3279_s_at	yfiA	sigma 54 modulation protein	2.347	2.274
YpesChrORF_YPO3285_s_at	tyrA	bifunctional chorismate mutase/prephenate dehydrogenase	2.169	2.297
YpesChrORF_YPO3286_s_at	aroF	phospho-2-dehydro-3-deoxyheptonate aldolase	3.979	2.296
YpesChrORF_YPO3290_s_at	ydiY	hypothetical protein	2.264	1.737
YpesChrORF_YPO3292_s_at	rplS	50S ribosomal protein L19	1.736	1.663
YpesChrORF_YPO3293_s_at	trmD	tRNA (guanine-N(1)-)-methyltransferase	2.409	2.543
YpesChrORF_YPO3294_s_at	rimM	16S rRNA-processing protein RimM	2.212	2.261
YpesChrORF_YPO3295_s_at	rpsP	30S ribosomal protein S16	2.645	2.031
YpesChrORF_YPO3296_s_at	ffh	signal recognition particle protein	2.671	1.708
YpesChrORF_YPO3297_s_at	corE	hypothetical protein	3.598	3.225
YpesChrORF_YPO3298_s_at	YPO3298	hypothetical protein	2.05	2.234
YpesChrORF_YPO3300_s_at	luxS	S-ribosylhomocysteinase	3.374	2.873
YpesChrORF_YPO3302_s_at	yqaA	hypothetical protein	3.588	2.356
YpesChrORF_YPO3303_s_at	yqaB	fructose-1-phosphatase	2.757	2.281
YpesChrORF_YPO3305_s_at	alaS	alanyl-tRNA synthetase	2.367	2.203
YpesChrORF_YPO3306_s_at	recX	recombination regulator RecX	2.939	1.889
YpesChrORF_YPO3307_s_at	recA	recombinase A	3.492	2.437
YpesChrORF_YPO3308_s_at	YPO3308	competence damage-inducible protein A	2.732	2.043
YpesChrORF_YPO3310_s_at	YPO3310	transcriptional regulator	2.909	2.202
YpesChrORF_YPO3313_at	YPO3313	hypothetical protein	2.062	1.805
YpesChrORF_YPO3316_s_at	YPO3316	sugar ABC transporter ATP-binding protein	2.602	1.796
YpesChrORF_YPO3317_s_at	YPO3317	lipoprotein	1.884	2.025
YpesChrORF_YPO3319_s_at	katY	catalase-peroxidase	3.167	2.369
YpesChrORF_YPO3322_s_at	YPO3322	twin-argninine leader-binding protein DmsD	2.251	2.157
YpesChrORF_YPO3323_s_at	dmsC	anaerobic dimethyl sulfoxide reductase subunit C	2.347	1.862
YpesChrORF_YPO3325_s_at	dmsA	anaerobic dimethyl sulfoxide reductase subunit A	2.595	2.854
YpesChrORF_YPO3326_s_at	araD	L-ribulose-5-phosphate 4-epimerase	2.256	1.971
YpesChrORF_YPO3327_s_at	fucR	deoR family regulatory protein	3.929	2.607
YpesChrORF_YPO3331_s_at	YPO3331	sugar ABC transporter permease	2.66	2.123
YpesChrORF_YPO3332_s_at	YPO3332	sugar ABC transporter permease	4.669	3.418
YpesChrORF_YPO3333_s_at	sgbU	L-xylulose 5-phosphate 3-epimerase	2.235	1.85
YpesChrORF_YPO3339_s_at	YPO3339	hypothetical protein	3.261	2.906
YpesChrORF_YPO3342_s_at	yhjA	cytochrome C peroxidase	3.507	2.031
YpesChrORF_YPO3343_s_at	YPO3343	ABC transporter substrate-binding protein	2.038	1.912
YpesChrORF_YPO3348_s_at	YPO3348	transcriptional regulator	1.838	1.902
YpesChrORF_YPO3350_s_at	dhaK	dihydroxyacetone kinase	2.33	1.633
YpesChrORF_YPO3351_s_at	YPO3351	short chain dehydrogenase	4.194	2.975
YpesChrORF_YPO3353_s_at	rpiB	ribose-5-phosphate isomerase B	2.922	2.204
YpesChrORF_YPO3354_s_at	mutS	DNA mismatch repair protein MutS	2.667	2.619
YpesChrORF_YPO3355_s_at	rpoS	RNA polymerase sigma factor RpoS	2.577	2.448
YpesChrORF_YPO3362_s_at	ftsB	cell division protein FtsB	1.961	1.772
YpesChrORF_YPO3364_s_at	cysC	adenylyl-sulfate kinase	3.523	3.406
YpesChrORF_YPO3369_s_at	YPO3369	hypothetical protein	2.692	1.792
YpesChrORF_YPO3371_s_at	cysI	sulfite reductase subunit beta	2.448	2.491
YpesChrORF_YPO3372_s_at	cysJ	sulfite reductase subunit alpha	2.512	1.707
YpesChrORF_YPO3375_s_at	sodC	superoxide dismutase	2.695	2.238
YpesChrORF_YPO3377_s_at	pyrG	CTP synthetase	2.438	2.595
YpesChrORF_YPO3380_s_at	relA	GDP/GTP pyrophosphokinase	2.549	1.935
YpesChrORF_YPO3381_s_at	barA	hybrid sensory histidine kinase BarA	2.276	1.672
YpesChrORF_YPO3384_s_at	mtn	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	2.254	2.159
YpesChrORF_YPO3390_s_at	fhuB	iron-hydroxamate transporter permease	2.469	2.324
YpesChrORF_YPO3392_s_at	fhuC	iron-hydroxamate transporter ATP-binding protein	2.004	2.077
YpesChrORF_YPO3393_at	mrcB	penicillin-binding protein 1b	2.748	2.365
YpesChrORF_YPO3396_s_at	sfsA	sugar fermentation stimulation protein A	2.099	2.007
YpesChrORF_YPO3397_s_at	dksA	RNA polymerase-binding transcription factor	3.314	2.815
YpesChrORF_YPO3399_s_at	pcnB	poly(A) polymerase	1.876	1.94
YpesChrORF_YPO3402_s_at	panC	pantoate--beta-alanine ligase	2.468	2.562
YpesChrORF_YPO3403_s_at	panD	aspartate alpha-decarboxylase	2.498	2.48
YpesChrORF_YPO3405_s_at	yadH	ABC transporter permease	2.869	2.655
YpesChrORF_YPO3407_s_at	yadF	carbonic anhydrase	2.298	2.292
YpesChrORF_YPO3409_s_at	yacK	multicopper oxidase	3.555	2.766
YpesChrORF_YPO3414_s_at	YPO3414	hypothetical protein	2.063	2.05
YpesChrORF_YPO3415_s_at	acnB	aconitate hydratase B	2.545	1.861
YpesChrORF_YPO3417_s_at	lpdA	dihydrolipoamide dehydrogenase	2.623	1.754
YpesChrORF_YPO3419_s_at	aceE	pyruvate dehydrogenase subunit E1	2.526	1.818
YpesChrORF_YPO3420_s_at	pdhR	transcriptional regulator PdhR	2.405	1.902
YpesChrORF_YPO3421_s_at	aroP	aromatic amino acid transport protein	3.119	2.653
YpesChrORF_YPO3422_s_at	ampE	regulatory protein AmpE	2.693	2.769
YpesChrORF_YPO3423_s_at	ampD	N-acetyl-anhydromuranmyl-L-alanine amidase	3.439	2.006
YpesChrORF_YPO3424_s_at	nadC	quinolinate phosphoribosyltransferase	3.067	2.476
YpesChrORF_YPO3426_s_at	hofB	hypothetical protein	2.547	2.294
YpesChrORF_YPO3432_s_at	YPO3432	zinc-binding protein	2.165	2.024
YpesChrORF_YPO3437_s_at	YPO3437	hypothetical protein	2.997	2.429
YpesChrORF_YPO3438_s_at	intB	integrase	3.049	2.642
YpesChrORF_YPO3440_s_at	YPO3440	hypothetical protein	2.974	2.042
YpesChrORF_YPO3441_s_at	pepA	leucyl aminopeptidase	2.614	2.518
YpesChrORF_YPO3442_s_at	holC	DNA polymerase III subunit chi	3.647	2.424
YpesChrORF_YPO3445_s_at	YPO3445	hypothetical protein	2.803	2.347
YpesChrORF_YPO3446_s_at	argI	ornithine carbamoyltransferase subunit I	2.189	1.933
YpesChrORF_YPO3450_s_at	YPO3450	transporter, permease	3.127	2.808
YpesChrORF_YPO3452_s_at	YPO3452	ABC transporter ATP-binding protein	2.939	2.377
YpesChrORF_YPO3459_s_at	phnI	PhnI protein	3.437	2.428
YpesChrORF_YPO3460_s_at	phnJ	PhnJ protein	2.672	2.502
YpesChrORF_YPO3461_s_at	phnK	phosphonate C-P lyase system protein PhnK	3.47	2.683
YpesChrORF_YPO3462_s_at	phnL	phosphonates transport ATP-binding protein	2.099	2.165
YpesChrORF_YPO3464_s_at	phnN	ribose 1,5-bisphosphokinase	1.8	1.692
YpesChrORF_YPO3465_s_at	phnP	carbon-phosphorus lyase complex accessory protein	2.576	2.188
YpesChrORF_YPO3468_s_at	YPO3468	hypothetical protein	1.905	1.892
YpesChrORF_YPO3469_s_at	YPO3469	sugar ABC transporter ATP-binding protein	1.872	1.733
YpesChrORF_YPO3472_s_at	YPO3472	sugar binding protein	3.089	2.189
YpesChrORF_YPO3474_at	YPO3474	hypothetical protein	2.085	2.165
YpesChrORF_YPO3476_s_at	YPO3476	acetyltransferase	2.077	2.189
YpesChrORF_YPO3479_s_at	YPO3479	protease	3.521	2.418
YpesChrORF_YPO3487_s_at	YPO3487	hypothetical protein	2.198	2.171
YpesChrORF_YPO3488_s_at	deaD	ATP-dependent RNA helicase DeaD	3.402	2.789
YpesChrORF_YPO3489_s_at	nlpI	lipoprotein NlpI	3.622	1.821
YpesChrORF_YPO3490_s_at	pnp	polynucleotide phosphorylase	3.734	2.035
YpesChrORF_YPO3495_s_at	rbfA	ribosome-binding factor A	3.048	2.209
YpesChrORF_YPO3497_s_at	nusA	transcription elongation factor NusA	2.972	2.768
YpesChrORF_YPO3498_s_at	YPO3498	hypothetical protein	5.07	3.065
YpesChrORF_YPO3500_s_at	glmM	phosphoglucosamine mutase	1.768	1.965
YpesChrORF_YPO3503_s_at	rrmJ	23S rRNA methyltransferase	2.985	2.103
YpesChrORF_YPO3504_s_at	YPO3504	hypothetical protein	3.107	2.049
YpesChrORF_YPO3505_s_at	greA	transcription elongation factor GreA	3.103	2.291
YpesChrORF_YPO3506_s_at	dacB	D-alanyl-D-alanine carboxypeptidase/endopeptidase	2.348	2.605
YpesChrORF_YPO3507_s_at	basR	DNA-binding transcriptional regulator BasR	1.922	1.787
YpesChrORF_YPO3508_s_at	basS	sensor protein BasS/PmrB	2.636	2.011
YpesChrORF_YPO3511_s_at	rpmA	50S ribosomal protein L27	1.925	1.715
YpesChrORF_YPO3512_s_at	rplU	50S ribosomal protein L21	3.428	2.386
YpesChrORF_YPO3515_at			2.317	2.527
YpesChrORF_YPO3517_s_at	argR	arginine repressor ArgR	2.412	2.232
YpesChrORF_YPO3519_s_at	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	3.262	2.914
YpesChrORF_YPO3521_s_at	ppa	inorganic pyrophosphatase	3.342	2.001
YpesChrORF_YPO3522_s_at	YPO3522	hypothetical protein	3.42	2.066
YpesChrORF_YPO3523_s_at	YPO3523	hypothetical protein	1.919	1.722
YpesChrORF_YPO3524_s_at	YPO3524	hypothetical protein	3.093	1.675
YpesChrORF_YPO3526_s_at	YPO3526	hypothetical protein	2.845	1.879
YpesChrORF_YPO3528_s_at	YPO3528	hypothetical protein	3.853	2.614
YpesChrORF_YPO3529_s_at	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	2.914	2.242
YpesChrORF_YPO3532_s_at	fklB	peptidyl-prolyl cis-trans isomerase	2.192	1.985
YpesChrORF_YPO3533_s_at	YPO3533	hypothetical protein	2.252	2.377
YpesChrORF_YPO3537_s_at	rpsR	30S ribosomal protein S18	2.632	2.457
YpesChrORF_YPO3549_s_at	YPO3549	hypothetical protein	1.875	1.946
YpesChrORF_YPO3552_s_at	mtgA	monofunctional biosynthetic peptidoglycan transglycosylase	2.313	2.408
YpesChrORF_YPO3553_s_at	elbB	isoprenoid biosynthesis protein with amidotransferase-like domain	3.612	2.167
YpesChrORF_YPO3554_at			2.762	1.651
YpesChrORF_YPO3555_s_at	arcB	aerobic respiration control sensor protein ArcB	3.61	2.843
YpesChrORF_YPO3556_s_at	YPO3556	hypothetical protein	2.241	1.885
YpesChrORF_YPO3558_s_at	gltD	glutamate synthase subunit beta	3.887	2.067
YpesChrORF_YPO3559_s_at	YPO3559	hypothetical protein	2.166	1.944
YpesChrORF_YPO3560_s_at	sspB	ClpXP protease specificity-enhancing factor	3.293	3.25
YpesChrORF_YPO3561_s_at	sspA	stringent starvation protein A	1.971	1.737
YpesChrORF_YPO3562_s_at	rpsI	30S ribosomal protein S9	2.098	2.188
YpesChrORF_YPO3563_s_at	rplM	50S ribosomal protein L13	3.438	2.576
YpesChrORF_YPO3565_s_at	YPO3565	cytochrome d ubiquinol oxidase subunit III	2.401	2.197
YpesChrORF_YPO3568_s_at	degS	serine endoprotease	1.842	1.774
YpesChrORF_YPO3570_s_at	YPO3570	BolA-like protein	3.64	3.103
YpesChrORF_YPO3575_s_at	yrbF	ABC transporter ATP-binding protein	2.43	2.695
YpesChrORF_YPO3578_s_at	YPO3578	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	2.597	2.21
YpesChrORF_YPO3579_s_at	yrbK	hypothetical protein	2.849	2.878
YpesChrORF_YPO3580_s_at	YPO3580	lipopolysaccharide transport periplasmic protein LptA	2.586	1.732
YpesChrORF_YPO3581_s_at	yhbG	ABC transporter ATP-binding protein	2.126	2.038
YpesChrORF_YPO3582_s_at	rpoN	RNA polymerase factor sigma-54	2.076	2.136
YpesChrORF_YPO3586_s_at	YPO3586	hypothetical protein	3.376	1.903
YpesChrORF_YPO3587_s_at	ptsO	N-regulated PTS system (Npr) phosphohistidinoprotein-hexose phosphotransferase	1.859	1.869
YpesChrORF_YPO3588_s_at	pyrB	aspartate carbamoyltransferase	2.128	1.862
YpesChrORF_YPO3589_s_at	pyrI	aspartate carbamoyltransferase	2.701	2.158
YpesChrORF_YPO3590_s_at	YPO3590	hypothetical protein	2.914	2.462
YpesChrORF_YPO3594_s_at	YPO3594	hypothetical protein	1.914	1.683
YpesChrORF_YPO3597_s_at	YPO3597	hypothetical protein	2.516	2.47
YpesChrORF_YPO3599_s_at	clpB2	Clp ATPase	2.954	2.816
YpesChrORF_YPO3600_s_at	YPO3600	hypothetical protein	2.298	2.039
YpesChrORF_YPO3601_s_at	YPO3601	hypothetical protein	2.992	3.106
YpesChrORF_YPO3602_s_at	YPO3602	hypothetical protein	2.988	2.289
YpesChrORF_YPO3603_at	YPO3603	hypothetical protein	3.198	2.838
YpesChrORF_YPO3604_at	YPO3604	pseudo	3.548	2.284
YpesChrORF_YPO3605_at			1.831	1.82
YpesChrORF_YPO3606_s_at	YPO3606	Rhs accessory genetic element	1.922	1.683
YpesChrORF_YPO3607_s_at	YPO3607	hypothetical protein	2.357	2.484
YpesChrORF_YPO3609_s_at			3.682	2.212
YpesChrORF_YPO3610_s_at	YPO3610	hypothetical protein	5.133	3.342
YpesChrORF_YPO3611_s_at	YPO3611	hypothetical protein	3.32	2.97
YpesChrORF_YPO3614_s_at	YPO3614	hypothetical protein	2.562	1.945
YpesChrORF_YPO3615_s_at	YPO3615	hypothetical protein	3.602	2.727
YpesChrORF_YPO3617_s_at	YPO3617	hypothetical protein	2.415	2.17
YpesChrORF_YPO3618_s_at	YPO3618	oxidoreductase	3.682	2.779
YpesChrORF_YPO3620_s_at	YPO3620	carbohydrate transport protein	3.416	3.25
YpesChrORF_YPO3621_s_at	YPO3621	carbohydrate kinase	2.969	1.691
YpesChrORF_YPO3622_s_at	YPO3622	2-deoxyribose-5-phosphate aldolase	2.466	2.464
YpesChrORF_YPO3624_s_at	ssuA	alkanesulfonate transporter substrate-binding protein	3.203	1.883
YpesChrORF_YPO3625_s_at	ssuD	alkanesulfonate monooxygenase	2.547	1.953
YpesChrORF_YPO3626_s_at	ssuC	aliphatic sulfonates transporter permease	2.616	2.458
YpesChrORF_YPO3627_s_at	ssuB	aliphatic sulfonates transporter ATP-binding protein	2.922	1.675
YpesChrORF_YPO3628_s_at			3.488	2.691
YpesChrORF_YPO3629_s_at	yjcD	xanthine/uracil permease	3.23	1.739
YpesChrORF_YPO3633_s_at	YPO3633	periplasmic binding protein	3.197	1.785
YpesChrORF_YPO3635_s_at	YPO3635	branched-chain amino acid transporter permease	3.041	3.212
YpesChrORF_YPO3636_s_at	YPO3636	ABC transporter permease	3.2	2.311
YpesChrORF_YPO3637_s_at	YPO3637	carbohydrate kinase	2.839	2.037
YpesChrORF_YPO3638_s_at	YPO3638	phosphosugar isomerase/binding protein	3.765	2.921
YpesChrORF_YPO3639_s_at	yghU	glutathione S-transferase YghU	1.934	1.714
YpesChrORF_YPO3640_s_at	YPO3640	hypothetical protein	2.253	2.118
YpesChrORF_YPO3641_s_at	YPO3641	hypothetical protein	1.723	1.796
YpesChrORF_YPO3643_s_at	cspa2	cold-shock protein CspA	2.191	2.295
YpesChrORF_YPO3644_s_at	cspa1	cold-shock protein CspA	3.802	2.738
YpesChrORF_YPO3646_s_at	pcp	outer membrane lipoprotein	2.259	2.273
YpesChrORF_YPO3648_s_at	YPO3648	2-hydroxy-3-oxopropionate reductase	2.915	2.233
YpesChrORF_YPO3650_s_at	YPO3650	metabolite transport protein	2.828	2.817
YpesChrORF_YPO3653_s_at	YPO3653	colicin immunity protein	3.481	1.787
YpesChrORF_YPO3654_s_at	fis	Fis family transcriptional regulator	3.098	2.758
YpesChrORF_YPO3655_s_at	YPO3655	tRNA-dihydrouridine synthase B	2.97	2.103
YpesChrORF_YPO3657_s_at	panF	sodium/panthothenate symporter	2.205	2.306
YpesChrORF_YPO3660_s_at	aroQ	3-dehydroquinate dehydratase	3.292	1.693
YpesChrORF_YPO3662_s_at	YPO3662	sulfite oxidase subunit YedY	2.241	2.016
YpesChrORF_YPO3663_s_at	yhdH	zinc-binding dehydrogenase	3.203	1.725
YpesChrORF_YPO3664_s_at	yhdA	regulatory protein CsrD	2.916	2.968
YpesChrORF_YPO3665_s_at	envB	rod shape-determining protein MreB	2.579	1.656
YpesChrORF_YPO3666_s_at	mreC	rod shape-determining protein MreC	2.389	2.044
YpesChrORF_YPO3669_s_at	cafA	ribonuclease G	3.567	2.684
YpesChrORF_YPO3670_at	YPO3670	hypothetical protein	6.237	5.168
YpesChrORF_YPO3671_s_at	YPO3671	carbon-nitrogen hydrolase	2.209	2.15
YpesChrORF_YPO3672_s_at	tldD	protease TldD	3.626	2.934
YpesChrORF_YPO3673_s_at	YPO3673	insecticidal toxin	1.89	1.967
YpesChrORF_YPO3677_s_at	YPO3677	hypothetical protein	2.064	1.664
YpesChrORF_YPO3678_s_at	tcaC	insecticidal toxin complex	3.355	2.29
YpesChrORF_YPO3681_at	YPO3681	insecticial toxin	2.164	1.714
YpesChrORF_YPO3685_s_at	yhcQ	p-hydroxybenzoic acid efflux subunit AaeA	2.009	2.155
YpesChrORF_YPO3686_s_at	yhcP	p-hydroxybenzoic acid efflux subunit AaeB	3.133	1.83
YpesChrORF_YPO3689_s_at	YPO3689	ribonuclease	2.987	2.271
YpesChrORF_YPO3691_s_at	YPO3691	hypothetical protein	3.968	3.24
YpesChrORF_YPO3694_s_at	YPO3694	cytochrome	3.157	2.541
YpesChrORF_YPO3696_s_at	treC	trehalose-6-phosphate hydrolase	2.9	2.432
YpesChrORF_YPO3697_s_at	treB	PTS system trehalose(maltose)-specific transporter subunits IIBC	3.498	2.455
YpesChrORF_YPO3699_s_at	YPO3699	hypothetical protein	2.94	2.023
YpesChrORF_YPO3707_s_at	YPO3707	hypothetical protein	2.571	2.552
YpesChrORF_YPO3708_s_at	YPO3708	hypothetical protein	2.885	2.506
YpesChrORF_YPO3711_s_at	lamB	maltoporin	3.668	2.981
YpesChrORF_YPO3712_s_at	malK	maltose ABC transporter ATP-binding protein	2.258	2.541
YpesChrORF_YPO3713_s_at	YPO3713	hypothetical protein	2.267	2.268
YpesChrORF_YPO3718_s_at	pgi	glucose-6-phosphate isomerase	3.136	1.96
YpesChrORF_YPO3719_s_at	lysC	aspartate kinase	2.368	1.714
YpesChrORF_YPO3720_at	hpmB	hemolysin activator protein	2.141	2.152
YpesChrORF_YPO3721_s_at	YPO3721	hemolysin	2.061	1.787
YpesChrORF_YPO3722_s_at	metH	B12-dependent methionine synthase	2.484	1.663
YpesChrORF_YPO3724_s_at	aceK	bifunctional isocitrate dehydrogenase kinase/phosphatase protein	2.675	2.445
YpesChrORF_YPO3727_s_at	metA	homoserine O-succinyltransferase	2.81	3.016
YpesChrORF_YPO3728_s_at	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	2.809	2.986
YpesChrORF_YPO3730_s_at	yjaH	hypothetical protein	2.485	1.82
YpesChrORF_YPO3731_s_at	hupA	transcriptional regulator HU subunit alpha	3.231	1.756
YpesChrORF_YPO3733_s_at	nfi	endonuclease V	3.445	2.564
YpesChrORF_YPO3734_s_at	hemE	uroporphyrinogen decarboxylase	2.837	2.327
YpesChrORF_YPO3735_s_at	YPO3735	hypothetical protein	2.567	2.194
YpesChrORF_YPO3738_at	YPO3738	hypothetical protein	2.648	2.131
YpesChrORF_YPO3744_at	YPO3744	hypothetical protein	2.667	1.944
YpesChrORF_YPO3746_s_at	rpoC	DNA-directed RNA polymerase subunit beta'	3.37	2.168
YpesChrORF_YPO3747_s_at	rpoB	DNA-directed RNA polymerase subunit beta	3.084	1.932
YpesChrORF_YPO3750_s_at	rplA	50S ribosomal protein L1	2.076	2.318
YpesChrORF_YPO3753_s_at	secE	preprotein translocase subunit SecE	3.739	2.39
YpesChrORF_YPO3754_s_at	tuf	elongation factor Tu	2.05	2.224
YpesChrORF_YPO3758_s_at	coaA	pantothenate kinase	2.762	2.262
YpesChrORF_YPO3760_s_at	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	1.772	1.654
YpesChrORF_YPO3761_s_at	hemG	protoporphyrinogen oxidase	3.37	1.743
YpesChrORF_YPO3765_s_at	pepQ	proline dipeptidase	3.029	2.674
YpesChrORF_YPO3766_s_at	fadB	multifunctional fatty acid oxidation complex subunit alpha	2.108	1.716
YpesChrORF_YPO3769_s_at	YPO3769	3-octaprenyl-4-hydroxybenzoate decarboxylase	2.119	1.809
YpesChrORF_YPO3770_s_at	rfaH	transcriptional activator RfaH	2.779	2.524
YpesChrORF_YPO3776_s_at	tatC	twin-arginine protein translocation system subunit TatC	3.773	3.306
YpesChrORF_YPO3779_s_at	ubiB	ubiquinone biosynthesis protein UbiB	3.045	2.328
YpesChrORF_YPO3780_s_at	YPO3780	hypothetical protein	2.515	2.567
YpesChrORF_YPO3781_s_at	ubiE	ubiquinone/menaquinone biosynthesis methyltransferase	2.74	2.847
YpesChrORF_YPO3782_s_at	rumC	DNA recombination protein	2.057	1.814
YpesChrORF_YPO3783_s_at	YPO3783	hypothetical protein	2.415	2.298
YpesChrORF_YPO3784_s_at	YPO3784	carbon starvation protein	2.032	1.756
YpesChrORF_YPO3785_s_at	YPO3785	hypothetical protein	2.127	2.293
YpesChrORF_YPO3786_s_at	udp	uridine phosphorylase	2.203	2.228
YpesChrORF_YPO3787_s_at	YPO3787	carboxymethylenebutenolidase	2.83	2.603
YpesChrORF_YPO3789_s_at	metR	LysR family transcriptional regulator	1.889	1.968
